,County,State,fips,merged_fips,,PAPercent,Year
20040,"Kennebec, ME",Maine,23011,23011,23011-2011,78.985,2011
20041,"Knox, ME",Maine,23013,23013,23013-2011,80.98,2011
20042,"Lincoln, ME",Maine,23015,23015,23015-2011,80.82,2011
20043,"Oxford, ME",Maine,23017,23017,23017-2011,76.54,2011
20044,"Penobscot, ME",Maine,23019,23019,23019-2011,75.48,2011
20045,"Piscataquis, ME",Maine,23021,23021,23021-2011,75.96,2011
20046,"Sagadahoc, ME",Maine,23023,23023,23023-2011,81.6,2011
20047,"Somerset, ME",Maine,23025,23025,23025-2011,73.49,2011
20048,"Waldo, ME",Maine,23027,23027,23027-2011,78.05,2011
20049,"Washington, ME",Maine,23029,23029,23029-2011,71.895,2011
20050,"York, ME",Maine,23031,23031,23031-2011,79.965,2011
20051,"Allegany, MD",Maryland,24001,24001,24001-2011,70.73,2011
20052,"Anne Arundel, MD",Maryland,24003,24003,24003-2011,78.15,2011
20053,"Baltimore, MD",Maryland,24005,24005,24005-2011,73.615,2011
20054,"Calvert, MD",Maryland,24009,24009,24009-2011,76.655,2011
20055,"Caroline, MD",Maryland,24011,24011,24011-2011,70.575,2011
20056,"Carroll, MD",Maryland,24013,24013,24013-2011,78.43,2011
20057,"Cecil, MD",Maryland,24015,24015,24015-2011,73.36,2011
20058,"Charles, MD",Maryland,24017,24017,24017-2011,76.49,2011
20059,"Dorchester, MD",Maryland,24019,24019,24019-2011,70.27,2011
20060,"Frederick, MD",Maryland,24021,24021,24021-2011,77.99,2011
20061,"Garrett, MD",Maryland,24023,24023,24023-2011,70.99,2011
20062,"Harford, MD",Maryland,24025,24025,24025-2011,75.87,2011
20063,"Howard, MD",Maryland,24027,24027,24027-2011,83.105,2011
20064,"Kent, MD",Maryland,24029,24029,24029-2011,73.115,2011
20065,"Montgomery, MD",Maryland,24031,24031,24031-2011,83.315,2011
20066,"Prince Georges, MD",Maryland,24033,24033,24033-2011,76.32,2011
20067,"Queen Annes, MD",Maryland,24035,24035,24035-2011,76.935,2011
20068,"St. Marys, MD",Maryland,24037,24037,24037-2011,76.825,2011
20069,"Somerset, MD",Maryland,24039,24039,24039-2011,67.75,2011
20070,"Talbot, MD",Maryland,24041,24041,24041-2011,78.975,2011
20071,"Washington, MD",Maryland,24043,24043,24043-2011,72.14,2011
20072,"Wicomico, MD",Maryland,24045,24045,24045-2011,72.78,2011
20073,"Worcester, MD",Maryland,24047,24047,24047-2011,76.07,2011
20074,"Baltimore City, MD",Maryland,24510,24510,24510-2011,70.415,2011
20075,"Barnstable, MA",Massachusetts,25001,25001,25001-2011,83.305,2011
20076,"Berkshire, MA",Massachusetts,25003,25003,25003-2011,78.64,2011
20077,"Bristol, MA",Massachusetts,25005,25005,25005-2011,72.385,2011
20078,"Dukes, MA",Massachusetts,25007,25007,25007-2011,81.265,2011
20079,"Essex, MA",Massachusetts,25009,25009,25009-2011,77.305,2011
20080,"Franklin, MA",Massachusetts,25011,25011,25011-2011,80.64,2011
20081,"Hampden, MA",Massachusetts,25013,25013,25013-2011,72.41,2011
20082,"Hampshire, MA",Massachusetts,25015,25015,25015-2011,81.695,2011
20083,"Middlesex, MA",Massachusetts,25017,25017,25017-2011,78.105,2011
20084,"Nantucket, MA",Massachusetts,25019,25019,25019-2011,80.83,2011
20085,"Norfolk, MA",Massachusetts,25021,25021,25021-2011,80.49,2011
20086,"Plymouth, MA",Massachusetts,25023,25023,25023-2011,76.74,2011
20087,"Suffolk, MA",Massachusetts,25025,25025,25025-2011,76.745,2011
20088,"Worcester, MA",Massachusetts,25027,25027,25027-2011,76.79,2011
20089,"Alcona, MI",Michigan,26001,26001,26001-2011,73.555,2011
20090,"Alger, MI",Michigan,26003,26003,26003-2011,75.065,2011
20091,"Allegan, MI",Michigan,26005,26005,26005-2011,77.16,2011
20092,"Alpena, MI",Michigan,26007,26007,26007-2011,76.555,2011
20093,"Antrim, MI",Michigan,26009,26009,26009-2011,76.6,2011
20094,"Arenac, MI",Michigan,26011,26011,26011-2011,71.915,2011
20095,"Baraga, MI",Michigan,26013,26013,26013-2011,73.715,2011
20096,"Barry, MI",Michigan,26015,26015,26015-2011,76.345,2011
20097,"Bay, MI",Michigan,26017,26017,26017-2011,75.975,2011
20098,"Benzie, MI",Michigan,26019,26019,26019-2011,76.825,2011
20099,"Berrien, MI",Michigan,26021,26021,26021-2011,71.96,2011
20100,"Branch, MI",Michigan,26023,26023,26023-2011,73.815,2011
20101,"Calhoun, MI",Michigan,26025,26025,26025-2011,75.34,2011
20102,"Cass, MI",Michigan,26027,26027,26027-2011,72.78,2011
20103,"Charlevoix, MI",Michigan,26029,26029,26029-2011,78.8,2011
20104,"Cheboygan, MI",Michigan,26031,26031,26031-2011,75.535,2011
20105,"Chippewa, MI",Michigan,26033,26033,26033-2011,75.69,2011
20106,"Clare, MI",Michigan,26035,26035,26035-2011,70.345,2011
20107,"Clinton, MI",Michigan,26037,26037,26037-2011,76.36,2011
20108,"Crawford, MI",Michigan,26039,26039,26039-2011,72.34,2011
20109,"Delta, MI",Michigan,26041,26041,26041-2011,76.37,2011
20110,"Dickinson, MI",Michigan,26043,26043,26043-2011,79.32,2011
20111,"Eaton, MI",Michigan,26045,26045,26045-2011,76.605,2011
20112,"Emmet, MI",Michigan,26047,26047,26047-2011,80.865,2011
20113,"Genesee, MI",Michigan,26049,26049,26049-2011,72.295,2011
20114,"Gladwin, MI",Michigan,26051,26051,26051-2011,72,2011
20115,"Gogebic, MI",Michigan,26053,26053,26053-2011,78.05,2011
20116,"Grand Traverse, MI",Michigan,26055,26055,26055-2011,79.45,2011
20117,"Gratiot, MI",Michigan,26057,26057,26057-2011,73.04,2011
20118,"Hillsdale, MI",Michigan,26059,26059,26059-2011,74.57,2011
20119,"Houghton, MI",Michigan,26061,26061,26061-2011,78.09,2011
20120,"Huron, MI",Michigan,26063,26063,26063-2011,73.445,2011
20121,"Ingham, MI",Michigan,26065,26065,26065-2011,78.925,2011
20122,"Ionia, MI",Michigan,26067,26067,26067-2011,74.975,2011
20123,"Iosco, MI",Michigan,26069,26069,26069-2011,74.11,2011
20124,"Iron, MI",Michigan,26071,26071,26071-2011,76.715,2011
20125,"Isabella, MI",Michigan,26073,26073,26073-2011,77.105,2011
20126,"Jackson, MI",Michigan,26075,26075,26075-2011,76.185,2011
20127,"Kalamazoo, MI",Michigan,26077,26077,26077-2011,79.08,2011
20128,"Kalkaska, MI",Michigan,26079,26079,26079-2011,73.305,2011
20129,"Kent, MI",Michigan,26081,26081,26081-2011,78.825,2011
20130,"Keweenaw, MI",Michigan,26083,26083,26083-2011,76.68,2011
20131,"Lake, MI",Michigan,26085,26085,26085-2011,70.3,2011
20132,"Lapeer, MI",Michigan,26087,26087,26087-2011,75.26,2011
20133,"Leelanau, MI",Michigan,26089,26089,26089-2011,79.265,2011
20134,"Lenawee, MI",Michigan,26091,26091,26091-2011,75.905,2011
20135,"Livingston, MI",Michigan,26093,26093,26093-2011,81.04,2011
20136,"Luce, MI",Michigan,26095,26095,26095-2011,73.63,2011
20137,"Mackinac, MI",Michigan,26097,26097,26097-2011,75.695,2011
20138,"Macomb, MI",Michigan,26099,26099,26099-2011,76.95,2011
20139,"Manistee, MI",Michigan,26101,26101,26101-2011,74.105,2011
20140,"Marquette, MI",Michigan,26103,26103,26103-2011,81.675,2011
20141,"Mason, MI",Michigan,26105,26105,26105-2011,73.955,2011
20142,"Mecosta, MI",Michigan,26107,26107,26107-2011,75.55,2011
20143,"Menominee, MI",Michigan,26109,26109,26109-2011,74.495,2011
20144,"Midland, MI",Michigan,26111,26111,26111-2011,77.265,2011
20145,"Missaukee, MI",Michigan,26113,26113,26113-2011,72.165,2011
20146,"Monroe, MI",Michigan,26115,26115,26115-2011,75.13,2011
20147,"Montcalm, MI",Michigan,26117,26117,26117-2011,75.73,2011
20148,"Montmorency, MI",Michigan,26119,26119,26119-2011,72.125,2011
20149,"Muskegon, MI",Michigan,26121,26121,26121-2011,74.975,2011
20150,"Newaygo, MI",Michigan,26123,26123,26123-2011,74.115,2011
20151,"Oakland, MI",Michigan,26125,26125,26125-2011,80.735,2011
20152,"Oceana, MI",Michigan,26127,26127,26127-2011,72.025,2011
20153,"Ogemaw, MI",Michigan,26129,26129,26129-2011,70.81,2011
20154,"Ontonagon, MI",Michigan,26131,26131,26131-2011,77.215,2011
20155,"Osceola, MI",Michigan,26133,26133,26133-2011,72.605,2011
20156,"Oscoda, MI",Michigan,26135,26135,26135-2011,70.32,2011
20157,"Otsego, MI",Michigan,26137,26137,26137-2011,76.55,2011
20158,"Ottawa, MI",Michigan,26139,26139,26139-2011,79.045,2011
20159,"Presque Isle, MI",Michigan,26141,26141,26141-2011,74.34,2011
20160,"Roscommon, MI",Michigan,26143,26143,26143-2011,70.265,2011
20161,"Saginaw, MI",Michigan,26145,26145,26145-2011,73.035,2011
20162,"St. Clair, MI",Michigan,26147,26147,26147-2011,76.36,2011
20163,"St. Joseph, MI",Michigan,26149,26149,26149-2011,73.505,2011
20164,"Sanilac, MI",Michigan,26151,26151,26151-2011,73.58,2011
20165,"Schoolcraft, MI",Michigan,26153,26153,26153-2011,75.07,2011
20166,"Shiawassee, MI",Michigan,26155,26155,26155-2011,75.035,2011
20167,"Tuscola, MI",Michigan,26157,26157,26157-2011,72.205,2011
20168,"Van Buren, MI",Michigan,26159,26159,26159-2011,72.045,2011
20169,"Washtenaw, MI",Michigan,26161,26161,26161-2011,82.32,2011
20170,"Wayne, MI",Michigan,26163,26163,26163-2011,73.925,2011
20171,"Wexford, MI",Michigan,26165,26165,26165-2011,74.18,2011
20172,"Aitkin, MN",Minnesota,27001,27001,27001-2011,78.33,2011
20173,"Anoka, MN",Minnesota,27003,27003,27003-2011,79.21,2011
20174,"Becker, MN",Minnesota,27005,27005,27005-2011,76.695,2011
20175,"Beltrami, MN",Minnesota,27007,27007,27007-2011,77.18,2011
20176,"Benton, MN",Minnesota,27009,27009,27009-2011,78.55,2011
20177,"Big Stone, MN",Minnesota,27011,27011,27011-2011,76.155,2011
20178,"Blue Earth, MN",Minnesota,27013,27013,27013-2011,78.305,2011
20179,"Brown, MN",Minnesota,27015,27015,27015-2011,78.19,2011
20180,"Carlton, MN",Minnesota,27017,27017,27017-2011,79.79,2011
20181,"Carver, MN",Minnesota,27019,27019,27019-2011,82.915,2011
20182,"Cass, MN",Minnesota,27021,27021,27021-2011,78.705,2011
20183,"Chippewa, MN",Minnesota,27023,27023,27023-2011,75.965,2011
20184,"Chisago, MN",Minnesota,27025,27025,27025-2011,80.61,2011
20185,"Clay, MN",Minnesota,27027,27027,27027-2011,78.055,2011
20186,"Clearwater, MN",Minnesota,27029,27029,27029-2011,73.055,2011
20187,"Cook, MN",Minnesota,27031,27031,27031-2011,78.375,2011
20188,"Cottonwood, MN",Minnesota,27033,27033,27033-2011,75.47,2011
20189,"Crow Wing, MN",Minnesota,27035,27035,27035-2011,79.54,2011
20190,"Dakota, MN",Minnesota,27037,27037,27037-2011,83.34,2011
20191,"Dodge, MN",Minnesota,27039,27039,27039-2011,79.595,2011
20192,"Douglas, MN",Minnesota,27041,27041,27041-2011,79.325,2011
20193,"Faribault, MN",Minnesota,27043,27043,27043-2011,74.765,2011
20194,"Fillmore, MN",Minnesota,27045,27045,27045-2011,77.075,2011
20195,"Freeborn, MN",Minnesota,27047,27047,27047-2011,75.735,2011
20196,"Goodhue, MN",Minnesota,27049,27049,27049-2011,79.45,2011
20197,"Grant, MN",Minnesota,27051,27051,27051-2011,76.675,2011
20198,"Hennepin, MN",Minnesota,27053,27053,27053-2011,83.13,2011
20199,"Houston, MN",Minnesota,27055,27055,27055-2011,79.33,2011
20200,"Hubbard, MN",Minnesota,27057,27057,27057-2011,78.005,2011
20201,"Isanti, MN",Minnesota,27059,27059,27059-2011,80.04,2011
20202,"Itasca, MN",Minnesota,27061,27061,27061-2011,80,2011
20203,"Jackson, MN",Minnesota,27063,27063,27063-2011,77.17,2011
20204,"Kanabec, MN",Minnesota,27065,27065,27065-2011,77.13,2011
20205,"Kandiyohi, MN",Minnesota,27067,27067,27067-2011,77.015,2011
20206,"Kittson, MN",Minnesota,27069,27069,27069-2011,75.3,2011
20207,"Koochiching, MN",Minnesota,27071,27071,27071-2011,78.64,2011
20208,"Lac qui Parle, MN",Minnesota,27073,27073,27073-2011,75.95,2011
20209,"Lake, MN",Minnesota,27075,27075,27075-2011,80.555,2011
20210,"Lake of the Woods, MN",Minnesota,27077,27077,27077-2011,76.265,2011
20211,"Le Sueur, MN",Minnesota,27079,27079,27079-2011,77.7,2011
20212,"Lincoln, MN",Minnesota,27081,27081,27081-2011,76.81,2011
20213,"Lyon, MN",Minnesota,27083,27083,27083-2011,78.835,2011
20214,"McLeod, MN",Minnesota,27085,27085,27085-2011,79.96,2011
20215,"Mahnomen, MN",Minnesota,27087,27087,27087-2011,70.975,2011
20216,"Marshall, MN",Minnesota,27089,27089,27089-2011,74.12,2011
20217,"Martin, MN",Minnesota,27091,27091,27091-2011,74.33,2011
20218,"Meeker, MN",Minnesota,27093,27093,27093-2011,77.91,2011
20219,"Mille Lacs, MN",Minnesota,27095,27095,27095-2011,76.68,2011
20220,"Morrison, MN",Minnesota,27097,27097,27097-2011,77.35,2011
20221,"Mower, MN",Minnesota,27099,27099,27099-2011,76.535,2011
20222,"Murray, MN",Minnesota,27101,27101,27101-2011,76.995,2011
20223,"Nicollet, MN",Minnesota,27103,27103,27103-2011,80.955,2011
20224,"Nobles, MN",Minnesota,27105,27105,27105-2011,73.6,2011
20225,"Norman, MN",Minnesota,27107,27107,27107-2011,74.515,2011
20226,"Olmsted, MN",Minnesota,27109,27109,27109-2011,81.45,2011
20227,"Otter Tail, MN",Minnesota,27111,27111,27111-2011,77.095,2011
20228,"Pennington, MN",Minnesota,27113,27113,27113-2011,76.28,2011
20229,"Pine, MN",Minnesota,27115,27115,27115-2011,77.645,2011
20230,"Pipestone, MN",Minnesota,27117,27117,27117-2011,74.45,2011
20231,"Polk, MN",Minnesota,27119,27119,27119-2011,74.105,2011
20232,"Pope, MN",Minnesota,27121,27121,27121-2011,78.255,2011
20233,"Ramsey, MN",Minnesota,27123,27123,27123-2011,83.48,2011
20234,"Red Lake, MN",Minnesota,27125,27125,27125-2011,73.785,2011
20235,"Redwood, MN",Minnesota,27127,27127,27127-2011,77.365,2011
20236,"Renville, MN",Minnesota,27129,27129,27129-2011,76.735,2011
20237,"Rice, MN",Minnesota,27131,27131,27131-2011,79.115,2011
20238,"Rock, MN",Minnesota,27133,27133,27133-2011,76.225,2011
20239,"Roseau, MN",Minnesota,27135,27135,27135-2011,75.77,2011
20240,"St. Louis, MN",Minnesota,27137,27137,27137-2011,81.355,2011
20241,"Scott, MN",Minnesota,27139,27139,27139-2011,82.25,2011
20242,"Sherburne, MN",Minnesota,27141,27141,27141-2011,78.345,2011
20243,"Sibley, MN",Minnesota,27143,27143,27143-2011,75.795,2011
20244,"Stearns, MN",Minnesota,27145,27145,27145-2011,80.44,2011
20245,"Steele, MN",Minnesota,27147,27147,27147-2011,78.85,2011
20246,"Stevens, MN",Minnesota,27149,27149,27149-2011,78.745,2011
20247,"Swift, MN",Minnesota,27151,27151,27151-2011,75.23,2011
20248,"Todd, MN",Minnesota,27153,27153,27153-2011,75.085,2011
20249,"Traverse, MN",Minnesota,27155,27155,27155-2011,75.555,2011
20250,"Wabasha, MN",Minnesota,27157,27157,27157-2011,78.74,2011
20251,"Wadena, MN",Minnesota,27159,27159,27159-2011,76.98,2011
20252,"Waseca, MN",Minnesota,27161,27161,27161-2011,76.78,2011
20253,"Washington, MN",Minnesota,27163,27163,27163-2011,83.085,2011
20254,"Watonwan, MN",Minnesota,27165,27165,27165-2011,73.08,2011
20255,"Wilkin, MN",Minnesota,27167,27167,27167-2011,75.955,2011
20256,"Winona, MN",Minnesota,27169,27169,27169-2011,79.61,2011
20257,"Wright, MN",Minnesota,27171,27171,27171-2011,82.315,2011
20258,"Yellow Medicine, MN",Minnesota,27173,27173,27173-2011,77.125,2011
20259,"Adams, MS",Mississippi,28001,28001,28001-2011,66.695,2011
20260,"Alcorn, MS",Mississippi,28003,28003,28003-2011,63.82,2011
20261,"Amite, MS",Mississippi,28005,28005,28005-2011,66.27,2011
20262,"Attala, MS",Mississippi,28007,28007,28007-2011,64.37,2011
20263,"Benton, MS",Mississippi,28009,28009,28009-2011,62.69,2011
20264,"Bolivar, MS",Mississippi,28011,28011,28011-2011,68.36,2011
20265,"Calhoun, MS",Mississippi,28013,28013,28013-2011,62.56,2011
20266,"Carroll, MS",Mississippi,28015,28015,28015-2011,68.625,2011
20267,"Chickasaw, MS",Mississippi,28017,28017,28017-2011,65.115,2011
20268,"Choctaw, MS",Mississippi,28019,28019,28019-2011,68.06,2011
20269,"Claiborne, MS",Mississippi,28021,28021,28021-2011,66.495,2011
20270,"Clarke, MS",Mississippi,28023,28023,28023-2011,64.275,2011
20271,"Clay, MS",Mississippi,28025,28025,28025-2011,66.42,2011
20272,"Coahoma, MS",Mississippi,28027,28027,28027-2011,65.37,2011
20273,"Copiah, MS",Mississippi,28029,28029,28029-2011,64.96,2011
20274,"Covington, MS",Mississippi,28031,28031,28031-2011,66.81,2011
20275,"DeSoto, MS",Mississippi,28033,28033,28033-2011,70.195,2011
20276,"Forrest, MS",Mississippi,28035,28035,28035-2011,67.885,2011
20277,"Franklin, MS",Mississippi,28037,28037,28037-2011,64.9,2011
20278,"George, MS",Mississippi,28039,28039,28039-2011,68.24,2011
20279,"Greene, MS",Mississippi,28041,28041,28041-2011,64.845,2011
20280,"Grenada, MS",Mississippi,28043,28043,28043-2011,67.955,2011
20281,"Hancock, MS",Mississippi,28045,28045,28045-2011,71.805,2011
20282,"Harrison, MS",Mississippi,28047,28047,28047-2011,70.69,2011
20283,"Hinds, MS",Mississippi,28049,28049,28049-2011,67.41,2011
20284,"Holmes, MS",Mississippi,28051,28051,28051-2011,64.795,2011
20285,"Humphreys, MS",Mississippi,28053,28053,28053-2011,59.435,2011
20286,"Issaquena, MS",Mississippi,28055,28055,28055-2011,54.17,2011
20287,"Itawamba, MS",Mississippi,28057,28057,28057-2011,64.845,2011
20288,"Jackson, MS",Mississippi,28059,28059,28059-2011,70.85,2011
20289,"Jasper, MS",Mississippi,28061,28061,28061-2011,65.835,2011
20290,"Jefferson, MS",Mississippi,28063,28063,28063-2011,61.705,2011
20291,"Jefferson Davis, MS",Mississippi,28065,28065,28065-2011,65.525,2011
20292,"Jones, MS",Mississippi,28067,28067,28067-2011,66.06,2011
20293,"Kemper, MS",Mississippi,28069,28069,28069-2011,64.215,2011
20294,"Lafayette, MS",Mississippi,28071,28071,28071-2011,73.35,2011
20295,"Lamar, MS",Mississippi,28073,28073,28073-2011,72.48,2011
20296,"Lauderdale, MS",Mississippi,28075,28075,28075-2011,69.93,2011
20297,"Lawrence, MS",Mississippi,28077,28077,28077-2011,67.845,2011
20298,"Leake, MS",Mississippi,28079,28079,28079-2011,63.225,2011
20299,"Lee, MS",Mississippi,28081,28081,28081-2011,70.24,2011
20300,"Leflore, MS",Mississippi,28083,28083,28083-2011,63.275,2011
20301,"Lincoln, MS",Mississippi,28085,28085,28085-2011,66.62,2011
20302,"Lowndes, MS",Mississippi,28087,28087,28087-2011,68.33,2011
20303,"Madison, MS",Mississippi,28089,28089,28089-2011,74.49,2011
20304,"Marion, MS",Mississippi,28091,28091,28091-2011,67.925,2011
20305,"Marshall, MS",Mississippi,28093,28093,28093-2011,60.28,2011
20306,"Monroe, MS",Mississippi,28095,28095,28095-2011,65.78,2011
20307,"Montgomery, MS",Mississippi,28097,28097,28097-2011,64.07,2011
20308,"Neshoba, MS",Mississippi,28099,28099,28099-2011,65.79,2011
20309,"Newton, MS",Mississippi,28101,28101,28101-2011,68.26,2011
20310,"Noxubee, MS",Mississippi,28103,28103,28103-2011,58.265,2011
20311,"Oktibbeha, MS",Mississippi,28105,28105,28105-2011,73.61,2011
20312,"Panola, MS",Mississippi,28107,28107,28107-2011,62.88,2011
20313,"Pearl River, MS",Mississippi,28109,28109,28109-2011,70.525,2011
20314,"Perry, MS",Mississippi,28111,28111,28111-2011,67.28,2011
20315,"Pike, MS",Mississippi,28113,28113,28113-2011,66.935,2011
20316,"Pontotoc, MS",Mississippi,28115,28115,28115-2011,66.365,2011
20317,"Prentiss, MS",Mississippi,28117,28117,28117-2011,66.355,2011
20318,"Quitman, MS",Mississippi,28119,28119,28119-2011,59.45,2011
20319,"Rankin, MS",Mississippi,28121,28121,28121-2011,72.515,2011
20320,"Scott, MS",Mississippi,28123,28123,28123-2011,63.23,2011
20321,"Sharkey, MS",Mississippi,28125,28125,28125-2011,62.625,2011
20322,"Simpson, MS",Mississippi,28127,28127,28127-2011,65.115,2011
20323,"Smith, MS",Mississippi,28129,28129,28129-2011,65.91,2011
20324,"Stone, MS",Mississippi,28131,28131,28131-2011,69.585,2011
20325,"Sunflower, MS",Mississippi,28133,28133,28133-2011,63.35,2011
20326,"Tallahatchie, MS",Mississippi,28135,28135,28135-2011,60.655,2011
20327,"Tate, MS",Mississippi,28137,28137,28137-2011,67.16,2011
20328,"Tippah, MS",Mississippi,28139,28139,28139-2011,63.11,2011
20329,"Tishomingo, MS",Mississippi,28141,28141,28141-2011,67.91,2011
20330,"Tunica, MS",Mississippi,28143,28143,28143-2011,60,2011
20331,"Union, MS",Mississippi,28145,28145,28145-2011,68.045,2011
20332,"Walthall, MS",Mississippi,28147,28147,28147-2011,64.615,2011
20333,"Warren, MS",Mississippi,28149,28149,28149-2011,67.42,2011
20334,"Washington, MS",Mississippi,28151,28151,28151-2011,63.57,2011
20335,"Wayne, MS",Mississippi,28153,28153,28153-2011,64.54,2011
20336,"Webster, MS",Mississippi,28155,28155,28155-2011,66.9,2011
20337,"Wilkinson, MS",Mississippi,28157,28157,28157-2011,63.81,2011
20338,"Winston, MS",Mississippi,28159,28159,28159-2011,68.26,2011
20339,"Yalobusha, MS",Mississippi,28161,28161,28161-2011,66.315,2011
20340,"Yazoo, MS",Mississippi,28163,28163,28163-2011,64.34,2011
20341,"Adair, MO",Missouri,29001,29001,29001-2011,72.74,2011
20342,"Andrew, MO",Missouri,29003,29003,29003-2011,73.05,2011
20343,"Atchison, MO",Missouri,29005,29005,29005-2011,73.39,2011
20344,"Audrain, MO",Missouri,29007,29007,29007-2011,72.515,2011
20345,"Barry, MO",Missouri,29009,29009,29009-2011,70.27,2011
20346,"Barton, MO",Missouri,29011,29011,29011-2011,72.515,2011
20347,"Bates, MO",Missouri,29013,29013,29013-2011,69.22,2011
20348,"Benton, MO",Missouri,29015,29015,29015-2011,69.265,2011
20349,"Bollinger, MO",Missouri,29017,29017,29017-2011,68.005,2011
20350,"Boone, MO",Missouri,29019,29019,29019-2011,78.99,2011
20351,"Buchanan, MO",Missouri,29021,29021,29021-2011,71.17,2011
20352,"Butler, MO",Missouri,29023,29023,29023-2011,66.51,2011
20353,"Caldwell, MO",Missouri,29025,29025,29025-2011,70.28,2011
20354,"Callaway, MO",Missouri,29027,29027,29027-2011,73.71,2011
20355,"Camden, MO",Missouri,29029,29029,29029-2011,73.655,2011
20356,"Cape Girardeau, MO",Missouri,29031,29031,29031-2011,73.025,2011
20357,"Carroll, MO",Missouri,29033,29033,29033-2011,70.265,2011
20358,"Carter, MO",Missouri,29035,29035,29035-2011,66.065,2011
20359,"Cass, MO",Missouri,29037,29037,29037-2011,74.63,2011
20360,"Cedar, MO",Missouri,29039,29039,29039-2011,73.555,2011
20361,"Chariton, MO",Missouri,29041,29041,29041-2011,71.13,2011
20362,"Christian, MO",Missouri,29043,29043,29043-2011,76.335,2011
20363,"Clark, MO",Missouri,29045,29045,29045-2011,73.02,2011
20364,"Clay, MO",Missouri,29047,29047,29047-2011,73.935,2011
20365,"Clinton, MO",Missouri,29049,29049,29049-2011,71.705,2011
20366,"Cole, MO",Missouri,29051,29051,29051-2011,76.82,2011
20367,"Cooper, MO",Missouri,29053,29053,29053-2011,74.325,2011
20368,"Crawford, MO",Missouri,29055,29055,29055-2011,69.01,2011
20369,"Dade, MO",Missouri,29057,29057,29057-2011,72.605,2011
20370,"Dallas, MO",Missouri,29059,29059,29059-2011,68.475,2011
20371,"Daviess, MO",Missouri,29061,29061,29061-2011,70.15,2011
20372,"DeKalb, MO",Missouri,29063,29063,29063-2011,70.415,2011
20373,"Dent, MO",Missouri,29065,29065,29065-2011,67.675,2011
20374,"Douglas, MO",Missouri,29067,29067,29067-2011,69.45,2011
20375,"Dunklin, MO",Missouri,29069,29069,29069-2011,58.44,2011
20376,"Franklin, MO",Missouri,29071,29071,29071-2011,72.95,2011
20377,"Gasconade, MO",Missouri,29073,29073,29073-2011,71.385,2011
20378,"Gentry, MO",Missouri,29075,29075,29075-2011,70.14,2011
20379,"Greene, MO",Missouri,29077,29077,29077-2011,76.95,2011
20380,"Grundy, MO",Missouri,29079,29079,29079-2011,71.865,2011
20381,"Harrison, MO",Missouri,29081,29081,29081-2011,70.905,2011
20382,"Henry, MO",Missouri,29083,29083,29083-2011,70.93,2011
20383,"Hickory, MO",Missouri,29085,29085,29085-2011,70.785,2011
20384,"Holt, MO",Missouri,29087,29087,29087-2011,74.06,2011
20385,"Howard, MO",Missouri,29089,29089,29089-2011,73.985,2011
20386,"Howell, MO",Missouri,29091,29091,29091-2011,72.19,2011
20387,"Iron, MO",Missouri,29093,29093,29093-2011,67.595,2011
20388,"Jackson, MO",Missouri,29095,29095,29095-2011,73.22,2011
20389,"Jasper, MO",Missouri,29097,29097,29097-2011,72.915,2011
20390,"Jefferson, MO",Missouri,29099,29099,29099-2011,70.875,2011
20391,"Johnson, MO",Missouri,29101,29101,29101-2011,72.205,2011
20392,"Knox, MO",Missouri,29103,29103,29103-2011,73.585,2011
20393,"Laclede, MO",Missouri,29105,29105,29105-2011,68.91,2011
20394,"Lafayette, MO",Missouri,29107,29107,29107-2011,73.2,2011
20395,"Lawrence, MO",Missouri,29109,29109,29109-2011,70.9,2011
20396,"Lewis, MO",Missouri,29111,29111,29111-2011,71.73,2011
20397,"Lincoln, MO",Missouri,29113,29113,29113-2011,72.215,2011
20398,"Linn, MO",Missouri,29115,29115,29115-2011,73.59,2011
20399,"Livingston, MO",Missouri,29117,29117,29117-2011,71.43,2011
20400,"McDonald, MO",Missouri,29119,29119,29119-2011,65.845,2011
20401,"Macon, MO",Missouri,29121,29121,29121-2011,72.495,2011
20402,"Madison, MO",Missouri,29123,29123,29123-2011,68.19,2011
20403,"Maries, MO",Missouri,29125,29125,29125-2011,70.23,2011
20404,"Marion, MO",Missouri,29127,29127,29127-2011,70.725,2011
20405,"Mercer, MO",Missouri,29129,29129,29129-2011,75.135,2011
20406,"Miller, MO",Missouri,29131,29131,29131-2011,70.885,2011
20407,"Mississippi, MO",Missouri,29133,29133,29133-2011,57.48,2011
20408,"Moniteau, MO",Missouri,29135,29135,29135-2011,72.28,2011
20409,"Monroe, MO",Missouri,29137,29137,29137-2011,72.975,2011
20410,"Montgomery, MO",Missouri,29139,29139,29139-2011,69.395,2011
20411,"Morgan, MO",Missouri,29141,29141,29141-2011,68.545,2011
20412,"New Madrid, MO",Missouri,29143,29143,29143-2011,62.555,2011
20413,"Newton, MO",Missouri,29145,29145,29145-2011,72.465,2011
20414,"Nodaway, MO",Missouri,29147,29147,29147-2011,72.56,2011
20415,"Oregon, MO",Missouri,29149,29149,29149-2011,68.545,2011
20416,"Osage, MO",Missouri,29151,29151,29151-2011,75.005,2011
20417,"Ozark, MO",Missouri,29153,29153,29153-2011,69.13,2011
20418,"Pemiscot, MO",Missouri,29155,29155,29155-2011,60.775,2011
20419,"Perry, MO",Missouri,29157,29157,29157-2011,71.905,2011
