FIPS,State,County,2007,2009,2011
21025,KY,Breathitt,0.448861815,0.51364366,0.288975582
21027,KY,Breckinridge,0.366991716,0.157422469,0.197472354
21029,KY,Bullitt,0.542468503,0.555166352,0.545873331
21031,KY,Butler,0.376109523,0.450146298,0.467763312
21033,KY,Caldwell,0.54619226,0.621600622,0.616665382
21035,KY,Calloway,0.719006665,0.742819412,0.852333262
21037,KY,Campbell,0.641451513,0.678556484,0.714756983
21039,KY,Carlisle,0.193948798,0,0.198098257
21041,KY,Carroll,1.047818632,1.121180977,0.998819577
21043,KY,Carter,0.841997364,0.709723208,0.688755166
21045,KY,Casey,0.368233706,0.242453631,0.188572506
21047,KY,Christian,0.580648349,0.555981121,0.679430909
21049,KY,Clark,0.78528158,0.80201333,0.844190562
21051,KY,Clay,0.422208149,0.380887892,0.414364641
21053,KY,Clinton,0.73886426,0.531745188,0.39211842
21055,KY,Crittenden,0.769653656,0.54884742,0.642673522
21057,KY,Cumberland,0.440270032,0.298240382,0.43911007
21059,KY,Daviess,0.840658054,0.77573013,0.781619598
21061,KY,Edmonson,0.251067035,0.167700822,0.165425972
21063,KY,Elliott,0.24473813,0.33028735,0.259504347
21065,KY,Estill,0.60431075,0.471094959,0.477294422
21067,KY,Fayette,0.880726025,0.870019727,0.931793387
21069,KY,Fleming,0.341087387,0.204540806,0.275633958
21071,KY,Floyd,0.475861905,0.525072197,0.714158186
21073,KY,Franklin,0.762257932,0.79643849,0.809831353
21075,KY,Fulton,0.728650539,0.58702671,0.88823094
21077,KY,Gallatin,0.24764735,0.365764448,0.348351138
21079,KY,Garrard,0.353148911,0.35118525,0.296120817
21081,KY,Grant,0.675648822,0.587268029,0.644745326
21083,KY,Graves,0.50583036,0.477213076,0.506410086
21085,KY,Grayson,0.513590392,0.469098159,0.500828293
21087,KY,Green,0.434103143,0.347523892,0.445632799
21089,KY,Greenup,0.53321958,0.447133088,0.434016004
21091,KY,Hancock,0.349202654,0.347423277,0.349976668
21093,KY,Hardin,0.713819546,0.751728977,0.70726623
21095,KY,Harlan,0.482703138,0.516862644,0.653819683
21097,KY,Harrison,0.538068335,0.69171012,0.42605315
21099,KY,Hart,0.2187107,0.271798217,0.329037565
21101,KY,Henderson,0.81927284,0.747318446,0.754212817
21103,KY,Henry,0.37917088,0.249066002,0.388525546
21105,KY,Hickman,0.204039992,0.206143063,0.2090301
21107,KY,Hopkins,0.562077091,0.541512336,0.532946769
21109,KY,Jackson,0.223563604,0.226534773,0.29755263
21111,KY,Jefferson,0.872477753,0.850893993,0.874273336
21113,KY,Jessamine,0.570688558,0.525331484,0.611670677
21115,KY,Johnson,0.753075056,0.713476308,0.726619935
21117,KY,Kenton,0.522775812,0.453603311,0.461329377
21119,KY,Knott,0.117013808,0.175172253,0.245564491
21121,KY,Knox,0.650497166,0.672577194,0.75263422
21123,KY,Larue,0.589188393,0.512332577,0.628711142
21125,KY,Laurel,0.663430986,0.675336369,0.707606773
21127,KY,Lawrence,0.489955904,0.42237374,0.561272217
21129,KY,Lee,0.269215238,0.408775037,0.383778943
21131,KY,Leslie,0.427240878,0.26080153,0.178046826
21133,KY,Letcher,0.709782473,0.803960564,0.654503804
21135,KY,Lewis,0.430076697,0.218150087,0.144112985
21137,KY,Lincoln,0.278119909,0.357540124,0.363915733
21139,KY,Livingston,0.313381385,0.41675349,0.419683139
21141,KY,Logan,0.442151805,0.478398469,0.485219468
21143,KY,Lyon,0.719769674,0.48245085,0.480942648
21145,KY,McCracken,1.216058124,1.153612629,1.169075671
21147,KY,McCreary,0.337476798,0.505760045,0.492206727
21149,KY,McLean,0.61842919,0.624544603,0.629789021
21151,KY,Madison,0.713626576,0.696629753,0.68893429
21153,KY,Magoffin,0.37999696,0.379766064,0.378329298
21155,KY,Marion,0.573065903,0.667145643,0.550495446
21157,KY,Marshall,0.704247895,0.641025641,0.702695797
21159,KY,Martin,0.905045629,0.612088753,0.548976551
21161,KY,Mason,1.105615362,0.863160318,0.906361525
21163,KY,Meade,0.330797221,0.339609826,0.304444895
21165,KY,Menifee,0.14976786,0.15167602,0.158302992
21167,KY,Mercer,0.597591248,0.501824818,0.751809041
21169,KY,Metcalfe,0.491980714,0.298121832,0.198550581
21171,KY,Monroe,0.772465883,0.691503155,0.548596507
21173,KY,Montgomery,0.754477227,0.735436423,0.673073328
21175,KY,Morgan,0.420727859,0.496735737,0.43032346
21177,KY,Muhlenberg,0.763116057,0.703459743,0.671527245
21179,KY,Nelson,0.542018193,0.5510907,0.54577705
21181,KY,Nicholas,0,0,0
21183,KY,Ohio,0.553262119,0.509900569,0.456374725
21185,KY,Oldham,0.494655949,0.447542818,0.461726196
21187,KY,Owen,0.440489825,0.439367311,0.552587954
21189,KY,Owsley,0.216872696,0.216497077,0.20746888
21191,KY,Pendleton,0.266880171,0.201518103,0.340182338
21193,KY,Perry,0.823355861,0.823723229,0.765190776
21195,KY,Pike,0.686802704,0.672309996,0.724146432
21197,KY,Powell,0.586768373,0.73713696,0.632361078
21199,KY,Pulaski,0.700630568,0.640888699,0.628367658
21201,KY,Robertson,0.453514739,0.447027269,0
21203,KY,Rockcastle,0.543117494,0.424139603,0.468685922
21205,KY,Rowan,0.884994911,0.830710038,0.848104486
21207,KY,Russell,0.644329897,0.633020659,0.624645088
21209,KY,Scott,0.673870106,0.654435985,0.6230659
21211,KY,Shelby,0.517050351,0.594134702,0.626915575
21213,KY,Simpson,1.114042803,1.175157177,1.150880424
21215,KY,Spencer,0.354840617,0.451034561,0.517896191
21217,KY,Taylor,0.7886108,0.819000819,0.727831467
21219,KY,Todd,0.416423753,0.408063331,0.401187515
21221,KY,Trigg,0.675219446,0.677200903,0.559245019
21223,KY,Trimble,0.223064912,0.111632061,0.229226361
21225,KY,Union,0.664805212,0.667111408,0.464591491
21227,KY,Warren,0.756089391,0.717775999,0.70985223
21229,KY,Washington,0.347101701,0.710668917,0.590916765
21231,KY,Wayne,0.631773339,0.722961249,0.52458391
21233,KY,Webster,0.576202823,0.583685977,0.365817969
21235,KY,Whitley,0.809780053,0.747172339,0.8374508
21237,KY,Wolfe,0.28078057,0.281729821,0.13620267
21239,KY,Woodford,0.492469323,0.400224126,0.521146522
22001,LA,Acadia,0.519132546,0.482569265,0.500145203
22003,LA,Allen,0.348229832,0.351068809,0.349419575
22005,LA,Ascension,0.591763455,0.629638816,0.59098968
22007,LA,Assumption,0.259818993,0.218588791,0.172763789
22009,LA,Avoyelles,0.426570609,0.517513114,0.52512233
22011,LA,Beauregard,0.460100647,0.479968379,0.553571923
22013,LA,Bienville,0.470430108,0.678932718,0.767352633
22015,LA,Bossier,0.826211088,0.807232806,0.776734708
22017,LA,Caddo,0.701228933,0.725486253,0.758604324
22019,LA,Calcasieu,0.770407665,0.725124497,0.705850834
22021,LA,Caldwell,0.578090375,0.478973082,0.397732922
22023,LA,Cameron,0,0,0
22025,LA,Catahoula,0.478377344,0.478011472,0.484261501
22027,LA,Claiborne,0.486884548,0.434297059,0.472980963
22029,LA,Concordia,0.898330163,0.737268945,0.62272466
22031,LA,De Soto,0.341984269,0.340896178,0.223780397
22033,LA,East Baton Rouge,0.775481774,0.848992138,0.824577857
22035,LA,East Carroll,0.363196126,0.370278943,0.655307995
22037,LA,East Feliciana,0.382738494,0.476871722,0.397673609
22039,LA,Evangeline,0.334877491,0.28304557,0.324522068
22041,LA,Franklin,0.649091272,0.504872015,0.48111619
22043,LA,Grant,0.151714372,0.099186669,0.090370973
22045,LA,Iberia,0.481219088,0.532616077,0.544959128
22047,LA,Iberville,0.425337992,0.430702969,0.36111947
22049,LA,Jackson,0.729684909,0.663878377,0.612632482
22051,LA,Jefferson,0.722170873,0.769157896,0.808986686
22053,LA,Jefferson Davis,0.483294133,0.643148857,0.567930839
22055,LA,Lafayette,0.808955035,0.872228069,0.90021837
22057,LA,Lafourche,0.527556766,0.523046049,0.527589845
22059,LA,La Salle,0.714643036,0.716127184,0.800800801
22061,LA,Lincoln,0.632392552,0.693064732,0.682943486
22063,LA,Livingston,0.478517962,0.494624005,0.491358991
22065,LA,Madison,0.593421499,0.527009223,0.499833389
22067,LA,Morehouse,0.559675388,0.602345605,0.470878006
22069,LA,Natchitoches,0.513386554,0.534963699,0.481719994
22071,LA,Orleans,0.808710471,0.696068761,0.729056939
22073,LA,Ouachita,0.787296504,0.778867606,0.774598338
22075,LA,Plaquemines,0.702477404,0.668513036,0.719485356
22077,LA,Pointe Coupee,0.44549383,0.534592596,0.616658591
22079,LA,Rapides,0.571673574,0.664491515,0.732772297
22081,LA,Red River,0.437780453,0.444296346,0.449943757
22083,LA,Richland,0.440550198,0.489668005,0.477600535
22085,LA,Sabine,0.295346188,0.294947963,0.326184457
22087,LA,St. Bernard,0.56819881,0.442749969,0.60670408
22089,LA,St. Charles,0.500519771,0.503768576,0.552202144
22091,LA,St. Helena,0.189018051,0.284333239,0.273997625
22093,LA,St. James,0.37655919,0.474969127,0.504957767
22095,LA,St. John the Baptist,0.396576915,0.53094338,0.707635833
22097,LA,St. Landry,0.47102124,0.433247406,0.466775182
22099,LA,St. Martin,0.445537842,0.421318728,0.434642931
22101,LA,St. Mary,0.72317886,0.629735314,0.627190555
22103,LA,St. Tammany,0.627444049,0.66524115,0.755960048
22105,LA,Tangipahoa,0.70008038,0.589781612,0.603731715
22107,LA,Tensas,0.173070267,0.178284899,0.394788788
22109,LA,Terrebonne,0.736465151,0.658791666,0.670139478
22111,LA,Union,0.352298749,0.398512221,0.351926799
22113,LA,Vermilion,0.359524708,0.356245881,0.308875009
22115,LA,Vernon,0.487587713,0.514844689,0.460590708
22117,LA,Washington,0.554828114,0.437933828,0.572774136
22119,LA,Webster,0.883609052,0.739936859,0.702383259
22121,LA,West Baton Rouge,0.618483831,0.706776217,0.788087436
22123,LA,West Carroll,0.697593303,0.617883308,0.518627366
22125,LA,West Feliciana,0.330469266,0.265692461,0.194049159
22127,LA,Winn,0.643459237,0.521818538,0.397877984
23001,ME,Androscoggin,0.731055813,0.572560283,0.642470065
23003,ME,Aroostook,0.541305796,0.545546106,0.629529112
23005,ME,Cumberland,0.800657916,0.836447575,0.839232156
23007,ME,Franklin,0.638204965,0.53808643,0.585442009
23009,ME,Hancock,0.880578559,0.78582521,0.714573638
23011,ME,Kennebec,0.670801898,0.710215542,0.672489441
23013,ME,Knox,0.78274057,0.735276096,0.654779893
23015,ME,Lincoln,0.716229767,0.694123091,0.730481533
23017,ME,Oxford,0.441633691,0.426712183,0.450645637
23019,ME,Penobscot,0.62582855,0.622410805,0.624244079
23021,ME,Piscataquis,0.29105303,0.357249181,0.344451461
23023,ME,Sagadahoc,0.492045268,0.632024402,0.596472292
23025,ME,Somerset,0.602011885,0.52996251,0.518951334
23027,ME,Waldo,0.442397273,0.44401494,0.438766292
23029,ME,Washington,0.579621721,0.591771265,0.459601066
23031,ME,York,0.755519768,0.71330916,0.792133159
24001,MD,Allegany,0.825707012,0.827221089,0.776522251
24003,MD,Anne Arundel,0.873260073,0.861458647,0.835777907
24005,MD,Baltimore,0.88931915,0.866026685,0.880311035
24009,MD,Calvert,0.556066229,0.61650899,0.649816259
24011,MD,Caroline,0.333606284,0.389606497,0.363801728
24013,MD,Carroll,0.578604618,0.605565322,0.609726938
24015,MD,Cecil,0.613682093,0.525814516,0.580171888
24017,MD,Charles,0.710873521,0.674982071,0.670555891
24019,MD,Dorchester,0.661167433,0.74899354,0.765931373
24021,MD,Frederick,0.755629439,0.780770243,0.760311728
24023,MD,Garrett,0.640852671,0.575198782,0.632258494
24025,MD,Harford,0.665790043,0.618520993,0.661287116
24027,MD,Howard,0.897685722,0.812390913,0.80507058
24029,MD,Kent,0.704508857,0.740850496,0.593941794
24031,MD,Montgomery,0.82741099,0.748250309,0.75975405
24033,MD,Prince George's,0.781795102,0.787241181,0.779355236
24035,MD,Queen Anne's,0.640601311,0.54214104,0.641105183
24037,MD,St. Mary's,0.60756367,0.689327081,0.641956012
24039,MD,Somerset,0.57208238,0.346700566,0.493564676
24041,MD,Talbot,0.997865676,0.772158182,0.894148586
24043,MD,Washington,0.703453127,0.692207525,0.681497675
24045,MD,Wicomico,0.846340915,0.827832141,0.82669624
24047,MD,Worcester,1.889437435,1.689670616,1.727685678
24510,MD,Baltimore,0.976333672,0.971105303,1.071844234
25001,MA,Barnstable,0.935899859,0.967664627,1.005705175
25003,MA,Berkshire,0.775616461,0.788936328,0.781860829
25005,MA,Bristol,0.659336219,0.637520939,0.655830883
25007,MA,Dukes,1.34382799,1.001627645,1.073601336
25009,MA,Essex,0.748909375,0.736618986,0.758415339
25011,MA,Franklin,0.640927394,0.543341971,0.488833643
25013,MA,Hampden,0.607154157,0.551922069,0.595105901
25015,MA,Hampshire,0.631451436,0.595985748,0.557590197
25017,MA,Middlesex,0.706192194,0.70365168,0.741023244
25019,MA,Nantucket,1.446654611,1.501501502,1.873397752
25021,MA,Norfolk,0.597449865,0.589821748,0.629223198
25023,MA,Plymouth,0.614619394,0.597980511,0.596890142
25025,MA,Suffolk,0.891853807,0.855914435,0.907061122
25027,MA,Worcester,0.624353035,0.624610396,0.644012246
26001,MI,Alcona,0.262927257,0.270489586,0.277777778
26003,MI,Alger,0.414507772,0.323066983,0.630715863
26005,MI,Allegan,0.442791357,0.405468537,0.422532679
26007,MI,Alpena,0.77357729,0.648707706,0.612536582
26009,MI,Antrim,0.372069949,0.335654947,0.471779036
26011,MI,Arenac,0.541451089,0.683569476,0.894625855
26013,MI,Baraga,0.460723336,0.581125058,0.567665758
26015,MI,Barry,0.237043057,0.30803984,0.272016321
26017,MI,Bay,0.782319578,0.828415585,0.849593875
26019,MI,Benzie,0.513259196,0.580484124,0.401307115
26021,MI,Berrien,0.713008018,0.641856523,0.630810305
26023,MI,Branch,0.583745919,0.49176297,0.464632608
26025,MI,Calhoun,0.738903643,0.707881076,0.723300613
26027,MI,Cass,0.335809102,0.300450676,0.30776333
26029,MI,Charlevoix,0.572104199,0.814079702,0.576967459
26031,MI,Cheboygan,0.707766809,0.459664445,0.38583224
26033,MI,Chippewa,0.67001675,0.59383956,0.64437972
26035,MI,Clare,0.521427408,0.631145363,0.612251474
26037,MI,Clinton,0.430200043,0.443535118,0.437265632
26039,MI,Crawford,0.551305906,0.704076604,0.642214928
26041,MI,Delta,0.748923423,0.731350561,0.592912006
26043,MI,Dickinson,0.774907749,0.861713686,0.992934886
26045,MI,Eaton,0.690575511,0.659897999,0.610794403
26047,MI,Emmet,1.167385057,0.832119825,0.852411106
26049,MI,Genesee,0.665766691,0.627294873,0.694181198
26051,MI,Gladwin,0.418824246,0.310993625,0.348149008
26053,MI,Gogebic,0.681030213,0.690261044,0.675634175
26055,MI,Grand Traverse,0.785831574,0.694983378,0.65648734
26057,MI,Gratiot,0.495423233,0.381424621,0.474552141
26059,MI,Hillsdale,0.387713781,0.416210296,0.386980264
26061,MI,Houghton,0.658177135,0.650949537,0.627763524
26063,MI,Huron,0.75260401,0.806551681,0.673297628
26065,MI,Ingham,0.811128977,0.821228024,0.791866853
26067,MI,Ionia,0.48417074,0.415508038,0.406383345
26069,MI,Iosco,0.721308986,0.697215013,0.743901962
26071,MI,Iron,0.58655941,0.515774091,0.423872499
26073,MI,Isabella,0.569757853,0.565678218,0.608875421
26075,MI,Jackson,0.608489348,0.57561879,0.582166913
26077,MI,Kalamazoo,0.752091755,0.732668564,0.757714005
26079,MI,Kalkaska,0.349711488,0.414421881,0.407925408
26081,MI,Kent,0.644098859,0.649334637,0.680414099
26083,MI,Keweenaw,0,0,0
26085,MI,Lake,0.180131496,0.27457441,0.34665049
26087,MI,Lapeer,0.468057778,0.389001267,0.47682841
26089,MI,Leelanau,0.319766114,0.365313485,0.279602964
26091,MI,Lenawee,0.612745098,0.59096327,0.593322607
26093,MI,Livingston,0.513849333,0.496947324,0.506267816
26095,MI,Luce,0.298329356,0.30684259,0.303766707
26097,MI,Mackinac,1.100311755,1.227457275,1.268460632
26099,MI,Macomb,0.658724174,0.632647244,0.636469967
26101,MI,Manistee,0.282508677,0.368263841,0.323768667
26103,MI,Marquette,0.705900407,0.776220264,0.738617898
26105,MI,Mason,0.523871058,0.593637602,0.662528768
26107,MI,Mecosta,0.549713193,0.598444045,0.554272517
26109,MI,Menominee,0.331427624,0.458926113,0.459674049
26111,MI,Midland,0.56903482,0.605708194,0.642375361
26113,MI,Missaukee,0.467914439,0.404367165,0.335322916
26115,MI,Monroe,0.521648409,0.628597246,0.607020322
26117,MI,Montcalm,0.541134154,0.382573765,0.490622774
26119,MI,Montmorency,0.684931507,0.297206261,0.207189475
26121,MI,Muskegon,0.671414389,0.615115751,0.688841928
26123,MI,Newaygo,0.365467392,0.513494639,0.434315023
26125,MI,Oakland,0.793867416,0.777265684,0.817257436
26127,MI,Oceana,0.287459576,0.253834717,0.377031256
26129,MI,Ogemaw,0.797822414,0.706414241,0.83449235
26131,MI,Ontonagon,0.143947027,0,0.151561079
26133,MI,Osceola,0.346215433,0.352376338,0.382815823
26135,MI,Oscoda,0.335008375,0.344550362,0.580855019
26137,MI,Otsego,0.747725668,0.854262771,0.747570396
26139,MI,Ottawa,0.521622206,0.54970854,0.510702216
26141,MI,Presque Isle,0.362004054,0.520988389,0.456100342
26143,MI,Roscommon,0.708856772,0.567214974,0.614401573
26145,MI,Saginaw,0.697999069,0.704823794,0.703206622
26147,MI,St. Clair,0.506016298,0.465499338,0.525853429
26149,MI,St. Joseph,0.592872709,0.469841064,0.523423188
26151,MI,Sanilac,0.43679165,0.356599467,0.32859993
26153,MI,Schoolcraft,0.945514715,0.984373077,0.942285041
26155,MI,Shiawassee,0.459936724,0.585664086,0.587047723
26157,MI,Tuscola,0.387986526,0.306886903,0.306737397
26159,MI,Van Buren,0.628890458,0.524115715,0.551680656
26161,MI,Washtenaw,0.641160184,0.67038206,0.724217012
26163,MI,Wayne,0.61476713,0.626217645,0.683648374
26165,MI,Wexford,0.820137531,0.792317688,0.73354117
27001,MN,Aitkin,0.499562882,0.447398696,0.55487053
27003,MN,Anoka,0.623904726,0.585073979,0.609353425
27005,MN,Becker,0.659175089,0.592343185,0.579657087
27007,MN,Beltrami,0.508823461,0.405862458,0.419759632
27009,MN,Benton,0.581674717,0.447839176,0.465465077
27011,MN,Big Stone,0.561377246,0.190439916,0.190912562
27013,MN,Blue Earth,0.833708502,0.819537781,0.745526839
27015,MN,Brown,0.732855049,0.585868843,0.738322841
27017,MN,Carlton,0.416022822,0.378710636,0.338457199
27019,MN,Carver,0.554800725,0.510276092,0.485761782
27021,MN,Cass,0.31424581,0.245321371,0.281789362
27023,MN,Chippewa,0.725104737,0.649297947,0.649403361
27025,MN,Chisago,0.64099996,0.55308642,0.46368425
27027,MN,Clay,0.530736992,0.528513292,0.484925505
27029,MN,Clearwater,0.242954325,0.242659549,0.341919307
27031,MN,Cook,0.738416097,0.730994152,1.149865849
27033,MN,Cottonwood,0.795755968,0.719683339,0.684579839
27035,MN,Crow Wing,0.568117259,0.669610829,0.621385211
27037,MN,Dakota,0.632872472,0.630517024,0.636806416
27039,MN,Dodge,0.309039403,0.303459438,0.345798548
27041,MN,Douglas,0.778426466,0.824402308,0.774079398
27043,MN,Faribault,0.471475719,0.482558941,0.482492418
27045,MN,Fillmore,0.522962822,0.527881754,0.526920866
27047,MN,Freeborn,0.768368817,0.774143604,0.769921725
27049,MN,Goodhue,0.831127928,0.785408849,0.670748859
27051,MN,Grant,0.33411293,0.342759212,0.333945567
27053,MN,Hennepin,0.768087084,0.773214601,0.773687107
27055,MN,Houston,0.358569819,0.259821243,0.211461197
27057,MN,Hubbard,0.266908664,0.375455911,0.492538049
27059,MN,Isanti,0.488306348,0.354951574,0.391818823
27061,MN,Itasca,0.337419863,0.335367899,0.310876227
27063,MN,Jackson,0.274499039,0.278138327,0.588119976
27065,MN,Kanabec,0.371241183,0.440279263,0.309233719
27067,MN,Kandiyohi,0.734034744,0.583615009,0.687643753
27069,MN,Kittson,0.223114681,0.457247371,0.442967885
27071,MN,Koochiching,0.597683975,0.609384522,0.529781276
27073,MN,Lac qui Parle,0.27514101,0.281293952,0.417072153
27075,MN,Lake,0.557154796,0.659754948,0.646711013
27077,MN,Lake of the Woods,0.741289844,1.030927835,0.748689793
27079,MN,Le Sueur,0.142755175,0.213835133,0.325426671
27081,MN,Lincoln,0.688112851,0.873667657,0.515463918
27083,MN,Lyon,0.603743208,0.797638989,0.811092658
27085,MN,McLeod,0.727135624,0.703863126,0.631313131
27087,MN,Mahnomen,0.197511357,0.199004975,0.366568915
27089,MN,Marshall,0.212201592,0.217770035,0.316422318
27091,MN,Martin,0.882093502,0.83971351,0.821692687
27093,MN,Meeker,0.344174841,0.388701736,0.472813239
27095,MN,Mille Lacs,0.495804729,0.416935148,0.384926287
27097,MN,Morrison,0.458197147,0.456162759,0.511601312
27099,MN,Mower,0.551673409,0.65419338,0.508272129
27101,MN,Murray,0.471420153,0.356463878,0.23174971
27103,MN,Nicollet,0.566251416,0.589622642,0.548446069
27105,MN,Nobles,0.647088104,0.583714369,0.607561808
27107,MN,Norman,0.303628359,0.309837335,0.291163197
27109,MN,Olmsted,0.687703714,0.639057529,0.610555056
27111,MN,Otter Tail,0.59677391,0.512476143,0.454132607
27113,MN,Pennington,0.580509397,0.505707268,0.497441728
27115,MN,Pine,0.390209294,0.317258883,0.33779219
27117,MN,Pipestone,0.539490721,0.641505399,0.947268709
27119,MN,Polk,0.618388934,0.61736418,0.540437436
27121,MN,Pope,0.637813212,0.368019137,0.275380944
27123,MN,Ramsey,0.740877199,0.716997381,0.681955951
27125,MN,Red Lake,0.484730974,0.477554919,0.487210719
27127,MN,Redwood,0.641272284,0.646663218,0.626095667
27129,MN,Renville,0.309789343,0.381727955,0.258064516
27131,MN,Rice,0.580785674,0.526122794,0.527876539
27133,MN,Rock,0.845397865,0.738163029,0.832119825
27135,MN,Roseau,0.375892745,0.439947206,0.514800515
27137,MN,St. Louis,0.600637286,0.55115363,0.514344211
27139,MN,Scott,0.507227999,0.447176347,0.452638885
27141,MN,Sherburne,0.559681914,0.535112487,0.537399657
27143,MN,Sibley,0.265639527,0.40201005,0.395543543
27145,MN,Stearns,0.784800797,0.731764627,0.740040834
27147,MN,Steele,0.742594681,0.571040109,0.602178792
27149,MN,Stevens,0.941324129,0.623117665,0.722767166
27151,MN,Swift,0.631427025,0.554374942,0.726141079
27153,MN,Todd,0.333152876,0.377058109,0.402641327
27155,MN,Traverse,0.544365814,0.559753708,0.567697985
27157,MN,Wabasha,0.413545927,0.411259368,0.37037037
27159,MN,Wadena,0.747551768,0.678272666,0.727325624
27161,MN,Waseca,0.514774014,0.479463001,0.57074664
27163,MN,Washington,0.552159163,0.487157158,0.49734748
27165,MN,Watonwan,0.45491766,0.549853372,0.535666458
27167,MN,Wilkin,0.61671292,0.319284802,0.151699029
27169,MN,Winona,0.623755005,0.627073388,0.64229826
27171,MN,Wright,0.588757295,0.516787387,0.45872648
27173,MN,Yellow Medicine,0.496721637,0.608087565,0.58212865
28001,MS,Adams,0.853943956,0.716099212,0.717248261
28003,MS,Alcorn,0.811007327,0.725810954,0.755694699
28005,MS,Amite,0.225106926,0.230096641,0.153092468
28007,MS,Attala,0.613214778,0.455580866,0.513716223
28009,MS,Benton,0,0,0
28011,MS,Bolivar,0.427990584,0.407985639,0.503390483
28013,MS,Calhoun,0.479386385,0.416031064,0.33518804
28015,MS,Carroll,0,0.291885581,0.192808252
28017,MS,Chickasaw,0.63596375,0.481721351,0.525578136
28019,MS,Choctaw,0.444493833,0.443311537,0.475511175
28021,MS,Claiborne,0.280767431,0.557880056,0.417318727
28023,MS,Clarke,0.230335138,0.174347649,0.298632264
28025,MS,Clay,0.574822763,0.434321011,0.488854126
28027,MS,Coahoma,0.580699016,0.556875557,0.540269363
28029,MS,Copiah,0.444216641,0.446827525,0.376106951
28031,MS,Covington,0.394049847,0.438084112,0.611340364
28033,MS,DeSoto,0.714796283,0.661546507,0.646132652
28035,MS,Forrest,0.998344517,0.875699943,0.936156747
28037,MS,Franklin,0.360187297,0.240269101,0.374204815
28039,MS,George,0.408533818,0.396807901,0.393201975
28041,MS,Greene,0.146017376,0.0696767,0.209234203
28043,MS,Grenada,0.995154033,0.867829558,1.013544642
28045,MS,Hancock,0.629089079,0.585908891,0.559922955
28047,MS,Harrison,0.709191692,0.750589157,0.75900335
28049,MS,Hinds,0.759161147,0.718811457,0.773619573
28051,MS,Holmes,0.391600176,0.295712173,0.26570305
28053,MS,Humphreys,0.60465585,0.305841574,0.429553265
28055,MS,Issaquena,0,0,0
28057,MS,Itawamba,0.522284123,0.47826087,0.471455512
28059,MS,Jackson,0.595551687,0.662042401,0.557537116
28061,MS,Jasper,0.278489473,0.2787068,0.238421649
28063,MS,Jefferson,0.111333779,0.112007168,0.262984878
28065,MS,Jefferson Davis,0.314638559,0.398628717,0.49513121
28067,MS,Jones,0.882572924,0.82625118,0.778553066
28069,MS,Kemper,0.100060036,0.101698363,0.197122019
28071,MS,Lafayette,0.785183132,0.818646958,0.783957749
28073,MS,Lamar,0.967382389,1.040416166,0.975235972
28075,MS,Lauderdale,0.884910355,0.796470246,0.757999379
28077,MS,Lawrence,0.603864734,0.60114217,0.472925041
28079,MS,Leake,0.483240346,0.518761888,0.42423214
28081,MS,Lee,0.961106396,1.037686326,0.926850135
28083,MS,Leflore,0.569962952,0.462922779,0.596340353
28085,MS,Lincoln,0.903447673,0.80390468,0.802545215
28087,MS,Lowndes,0.67198656,0.586677394,0.636825259
28089,MS,Madison,0.994357857,0.955992137,0.907768643
28091,MS,Marion,0.81871345,0.932690813,0.708717222
28093,MS,Marshall,0.27400263,0.216802168,0.299026804
28095,MS,Monroe,0.458789874,0.406448991,0.436848141
28097,MS,Montgomery,0.60949064,0.988408662,0.643855776
28099,MS,Neshoba,0.636068428,0.693023563,0.670735797
28101,MS,Newton,0.443223119,0.576036866,0.69770687
28103,MS,Noxubee,0.337467308,0.34390852,0.440489825
28105,MS,Oktibbeha,0.683511426,0.785739943,0.670283404
28107,MS,Panola,0.681624538,0.624202014,0.578001272
28109,MS,Pearl River,0.59531105,0.587625302,0.646110772
28111,MS,Perry,0.163974748,0.166181969,0.164419599
28113,MS,Pike,0.905068383,0.753125471,0.79196159
28115,MS,Pontotoc,0.520670624,0.444474836,0.468227425
28117,MS,Prentiss,0.706408697,0.505659497,0.513225424
28119,MS,Quitman,0.341607834,0.357525921,0.49176297
28121,MS,Rankin,0.831832418,0.77555127,0.869855674
28123,MS,Scott,0.787428532,0.715722027,0.669296886
28125,MS,Sharkey,0.728730188,0.553505535,1.02207686
28127,MS,Simpson,0.575063796,0.429799427,0.512445095
28129,MS,Smith,0.376458778,0.379122962,0.304099258
28131,MS,Stone,0.834081868,0.601720922,0.561104253
28133,MS,Sunflower,0.419869517,0.371496116,0.341343528
28135,MS,Tallahatchie,0.379881477,0.474758664,0.456978718
28137,MS,Tate,0.5946629,0.475545963,0.487482155
28139,MS,Tippah,0.652498136,0.323161442,0.406448991
28141,MS,Tishomingo,0.573334723,0.472838079,0.408100801
28143,MS,Tunica,0.857878181,1.149865849,0.846819721
28145,MS,Union,0.559242413,0.476836738,0.585223116
28147,MS,Walthall,0.390421655,0.457785626,0.454368428
28149,MS,Warren,0.879471499,0.809548521,0.744632441
28151,MS,Washington,0.504668181,0.476050974,0.61500615
28153,MS,Wayne,0.520439061,0.532584487,0.582835495
28155,MS,Webster,0.511090667,0.304506699,0.387634461
28157,MS,Wilkinson,0.195771339,0.197180321,0.413265833
28159,MS,Winston,0.761382671,0.51789321,0.576852483
28161,MS,Yalobusha,0.291120815,0.435634938,0.318674315
28163,MS,Yazoo,0.38449439,0.393123906,0.358602883
29001,MO,Adair,0.690243209,0.795703203,0.743581716
